,positive1,positive2,positive3,control1,control2,control3
URIAAL_R11851,10.13660911,10.90220044,9.900180947,10.84906706,10.16217702,10.56104725
URIAAL_R08701,8.919792849,9.50248957,8.777288438,9.455550484,8.80924243,8.919675744
URIAAL_R11931,6.661245829,6.464745811,7.066456035,6.650484905,6.806891192,6.769594759
URIAAL_R11981,8.091676787,8.595085642,8.081575564,8.460313174,8.4591087,8.229325803
URIAAL_R08636,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R11892,4.363545172,4.363545172,4.363545172,5.273670624,4.363545172,4.363545172
URIAAL_R08637,4.363545172,4.363545172,4.363545172,6.387868576,4.790835485,5.213003633
URIAAL_R11888,7.671383171,7.168234525,8.384449775,8.244752992,8.188074969,8.623143389
URIAAL_R08638,12.18567132,9.998209768,11.11340363,11.82166582,11.44013183,12.64137361
URIAAL_R11932,10.22512843,10.63102251,10.71296124,10.36806378,10.96249827,10.83626568
URIAAL_R08702,6.277949273,6.050718136,6.179837966,5.469511828,6.330371712,6.304990716
URIAAL_R11933,11.67350434,12.14237937,11.74303934,12.23768353,12.38697911,11.62472835
URIAAL_R08703,10.54940125,10.22669458,10.13033277,10.02670622,10.62382503,9.803415482
URIAAL_R08704,13.07017174,12.20096725,12.10274206,13.60355932,13.01163801,12.14575632
URIAAL_R08705,10.4097531,10.28597686,10.30185482,10.60812264,10.59356942,10.91948288
URIAAL_R08678,6.7021339,7.040399704,7.133111203,6.960731543,7.519398164,7.654479579
URIAAL_R15311,4.363545172,5.472555868,5.004475073,5.01234472,5.991245835,6.115548223
URIAAL_R11852,4.891955851,5.276213501,5.365066786,5.424478923,5.209098481,5.84459454
URIAAL_R11894,10.59700671,11.51830519,10.47933247,10.17413804,10.98209328,10.67923306
URIAAL_R11853,10.70112182,11.48353975,10.33106656,10.5573349,10.90343445,9.921088663
URIAAL_R08706,6.459735668,9.411517621,5.785897557,8.313861127,6.014061494,6.455466424
URIAAL_R08707,7.054519961,10.05593058,6.718263962,8.876536742,6.84279664,6.426753417
URIAAL_R11889,8.545918978,9.161695213,9.917235749,9.691916026,9.288391558,9.446155383
URIAAL_R11902,5.463885147,5.825044428,6.626946303,6.9732772,5.643016455,6.36732673
URIAAL_R11934,11.79299378,11.70249404,12.25068552,11.93169104,12.22922347,11.80960908
URIAAL_R08639,11.69614442,11.80185635,11.89744605,11.00433814,11.99664059,12.22586033
URIAAL_R08708,4.363545172,4.363545172,4.363545172,5.01234472,4.965656574,4.363545172
URIAAL_R08640,4.363545172,4.363545172,4.363545172,6.307767268,5.035531377,4.650333526
URIAAL_R11935,5.106768862,4.363545172,4.363545172,4.824231677,4.363545172,4.363545172
URIAAL_R08641,9.342730391,9.835524774,9.280310422,9.444625092,10.1238714,8.852358584
URIAAL_R11893,11.12305045,11.65641723,11.57840776,11.46662711,11.67455285,12.00044175
URIAAL_R11926,10.78800565,10.09578911,10.71118494,10.4983717,9.885183798,10.13731517
URIAAL_R11854,7.567843865,7.56086852,7.923822655,8.494700504,8.350325868,8.465023601
URIAAL_R08710,5.00894176,4.363545172,4.363545172,4.363545172,4.666235093,4.363545172
URIAAL_R11855,4.363545172,4.946467387,4.685980511,5.553567254,4.666235093,4.650333526
URIAAL_R08642,8.807154293,9.010051912,8.592341645,8.32824539,8.591251915,8.30979871
URIAAL_R11856,6.7021339,6.43498533,6.959992772,6.499342705,6.744836746,5.820836068
URIAAL_R08677,7.420751101,7.934817115,7.53531497,8.294454336,7.119740224,6.791790354
URIAAL_R08688,4.363545172,4.363545172,4.685980511,4.363545172,4.790835485,4.650333526
URIAAL_R08760,4.363545172,4.363545172,5.145389309,4.363545172,4.363545172,4.363545172
URIAAL_R11936,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R08643,5.463885147,5.182500828,5.498990869,4.363545172,5.817460607,5.956403081
URIAAL_R11857,8.775256719,9.416925147,9.216564197,9.145882332,9.627466785,9.227653944
URIAAL_R08675,9.39458017,9.915347349,9.540679697,10.23750836,9.988294856,9.861554513
URIAAL_R11849,6.974607085,6.78897427,7.49406515,7.530974501,7.764752322,7.323084684
URIAAL_R08684,5.192272678,5.014186365,6.307161417,6.153957941,5.610890998,5.86785707
URIAAL_R08644,4.363545172,4.777125374,4.363545172,5.630955528,4.965656574,4.363545172
URIAAL_R11858,4.363545172,4.363545172,4.363545172,4.363545172,4.790835485,4.363545172
URIAAL_R11990,4.363545172,4.363545172,4.818598514,6.19988695,5.098372679,4.363545172
URIAAL_R11937,8.960868754,7.662486304,8.592341645,8.750743993,7.994682203,7.717993105
URIAAL_R08711,6.384976422,6.373314806,6.9964071,6.650484905,7.157794493,6.41215314
URIAAL_R15394,8.266222441,8.559600011,9.306452707,8.117903945,9.147249106,8.721501215
URIAAL_R11983,9.467590901,9.661250758,10.18511756,9.566533694,10.31217477,9.929568872
URIAAL_R08763,11.37365162,12.16663542,11.62490226,11.00433814,11.70356282,10.97786771
URIAAL_R08761,10.25181539,11.07106559,10.52857919,9.582567225,10.54432751,9.896580903
URIAAL_R11938,4.891955851,4.363545172,4.363545172,5.469511828,4.666235093,4.934336631
URIAAL_R08687,4.363545172,4.363545172,4.363545172,4.363545172,4.885923333,4.858662109
URIAAL_R08712,13.06853122,13.30160746,13.08523938,13.30414506,13.41498329,12.67776916
URIAAL_R08713,13.80920363,14.34934771,14.08259706,13.84993951,14.27994148,13.49573951
URIAAL_R08682,9.035820815,7.692798622,8.253333393,6.130329575,8.228199897,7.86787528
URIAAL_R08681,4.891955851,5.360144269,4.363545172,5.469511828,5.392096277,5.484200565
URIAAL_R08714,7.28296808,10.2571426,7.247547603,8.714765976,7.794868859,7.424023696
URIAAL_R08645,5.573906482,6.742127037,7.543421779,7.3811374,7.72774665,8.729864801
URIAAL_R08646,6.305567801,4.946467387,5.876193263,7.80379136,4.965656574,4.768462915
URIAAL_R08715,4.363545172,4.363545172,4.818598514,5.863920621,4.790835485,5.115040819
URIAAL_R11939,7.02311127,7.141820253,6.972238932,7.824319674,7.374565913,6.986263456
URIAAL_R08647,9.722679496,9.369371184,9.419640873,10.22352285,9.409217114,10.29936709
URIAAL_R11940,11.04701402,11.20462276,10.99357635,11.70438273,11.27043772,11.54972867
URIAAL_R11941,9.722679496,8.348867768,9.188720902,10.09952394,7.65728287,8.424330524
URIAAL_R11942,4.738226096,4.363545172,5.004475073,5.273670624,4.666235093,5.63808552
URIAAL_R08716,4.891955851,4.363545172,4.363545172,5.087435481,4.790835485,4.768462915
URIAAL_R11943,8.330479197,8.279086355,8.450043673,9.313838613,7.994682203,9.148849914
URIAAL_R11944,11.35069358,11.32733343,11.74564455,10.83324934,11.11878103,11.34859003
URIAAL_R11860,7.991706502,7.415292062,8.334362878,7.604275412,7.060616207,8.368209728
URIAAL_R11861,9.174936651,9.05470346,8.630533156,8.182736245,8.51055153,9.573793494
URIAAL_R08717,12.26802875,11.75107119,11.66169205,11.60493361,11.98762178,11.7864628
URIAAL_R11945,9.947516692,10.31037943,9.926454009,9.753397495,10.39248155,10.22652698
URIAAL_R08648,12.75696598,12.30564125,11.87461848,12.33251641,12.62471939,12.10891203
URIAAL_R11862,11.26896845,11.53247796,10.44874324,12.02294986,10.64200688,11.0317328
URIAAL_R08718,5.624597821,5.5071585,5.65245373,6.568671742,5.155862306,6.352027664
URIAAL_R11946,4.363545172,4.363545172,4.363545172,5.377081874,4.363545172,4.363545172
URIAAL_R11863,4.363545172,4.946467387,4.363545172,5.273670624,4.363545172,4.363545172
URIAAL_R11948,5.403613926,4.946467387,5.262800844,6.106231894,4.363545172,5.414953896
URIAAL_R08680,5.192272678,4.363545172,5.145389309,5.737053834,4.363545172,4.858662109
URIAAL_R08723,12.26106882,11.83788256,11.92375737,12.22114718,11.98697542,12.48523385
URIAAL_R11905,6.907135202,6.742127037,6.803737763,6.463243587,6.446999968,7.410041927
URIAAL_R08765,11.32186601,9.770857788,10.73148146,10.28480411,9.989586609,11.8187646
URIAAL_R08724,6.065145808,4.946467387,5.785897557,5.273670624,5.258845731,5.339906261
URIAAL_R06269,10.90504601,11.02463295,10.80909635,10.28235316,10.6728819,11.08907417
URIAAL_R06268,4.363545172,4.363545172,4.685980511,5.087435481,4.363545172,4.363545172
URIAAL_R07688,9.832863456,9.352537352,9.892361548,9.446816811,10.08452017,9.713663875
URIAAL_R06216,12.29433488,12.08074384,12.64604733,12.13515731,12.42541395,12.31359446
URIAAL_R07629,9.512447303,10.27013966,9.449801901,9.546237525,9.96484315,9.929568872
URIAAL_R07687,12.12292313,12.52288747,12.74960956,12.65060485,12.08294993,12.28815949
URIAAL_R07686,9.239755744,8.734647738,10.60135215,8.134390145,9.267230052,10.03212767
URIAAL_R06267,7.681331548,8.065204363,9.313500795,8.416134932,9.128591712,9.239403603
URIAAL_R07630,9.32397536,8.543175286,9.224065259,8.883032501,9.464171081,10.2304538
URIAAL_R07685,14.8057294,14.93888853,15.56058042,14.67588487,15.42963553,15.14568423
URIAAL_R06217,9.403539424,10.15843161,9.884499496,8.830225237,10.80564791,9.77680344
URIAAL_R07695,10.77311632,11.0115975,10.26841935,10.5067941,11.43397946,11.2706637
URIAAL_R07693,11.97614671,11.67005613,10.92397087,11.29916846,12.17662518,12.23761106
URIAAL_R07684,9.955657494,10.22052705,9.982033137,10.60125677,8.628299462,8.658632609
URIAAL_R06266,6.799195996,6.951463361,6.578813466,7.740360592,6.55395074,5.666211823
URIAAL_R06239,5.573906482,6.008964029,5.846902511,7.274873843,5.610890998,5.796555397
URIAAL_R07683,8.932239319,10.0980338,9.485596647,9.068246296,10.52040224,9.699563972
URIAAL_R07694,8.164074479,8.821587864,8.696816516,7.479897062,8.838259141,8.872635199
URIAAL_R07655,13.06171486,12.89704716,12.40971074,12.89772786,12.78871974,13.07202321
URIAAL_R07631,10.06128253,10.38120302,10.22799131,10.3645924,10.37776076,10.24119775
URIAAL_R06218,10.94647067,11.04396787,11.03888956,10.79163722,11.05359992,11.14526308
URIAAL_R06247,10.15439952,9.87664255,10.31828624,9.517333719,9.990877205,10.11412219
URIAAL_R06219,10.1240239,11.24517905,11.11071141,10.7309271,11.44625806,10.87690971
URIAAL_R07691,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R07682,4.363545172,4.363545172,4.363545172,4.363545172,4.965656574,4.363545172
URIAAL_R07656,4.363545172,4.363545172,4.363545172,5.154913227,4.790835485,4.363545172
URIAAL_R07632,5.192272678,6.222506455,5.262800844,5.833548159,5.305661948,5.060393588
URIAAL_R06265,4.363545172,4.363545172,4.363545172,5.154913227,4.363545172,4.768462915
URIAAL_R06220,8.391974036,8.201536183,8.432843577,7.768903071,6.611354099,7.381652614
URIAAL_R06221,5.403613926,5.075108153,5.078689628,5.273670624,5.392096277,4.363545172
URIAAL_R07633,6.761209711,6.110726274,6.385394979,6.568671742,6.079978634,5.86785707
URIAAL_R06249,11.13653607,10.529919,10.32875127,10.62562908,10.70782523,11.48012646
URIAAL_R07681,10.14730968,10.24402732,10.16449188,10.94901792,10.89381085,9.619447176
URIAAL_R06222,7.983717904,7.643981873,7.710909574,9.102033146,8.271500493,7.417050248
URIAAL_R07680,11.98362742,10.80869732,11.57303933,11.81277901,12.11525005,10.75478304
URIAAL_R06264,11.5000511,11.48825235,11.84455417,11.41163149,11.63961099,11.63845915
URIAAL_R07634,6.305567801,5.920700049,6.459112213,6.650484905,6.744836746,6.187847079
URIAAL_R07679,4.363545172,4.656489436,5.078689628,5.326964755,4.363545172,6.152233343
URIAAL_R07651,5.624597821,5.014186365,4.919731905,5.273670624,5.098372679,6.511048911
URIAAL_R15327,4.363545172,4.86921915,5.145389309,5.377081874,5.035531377,5.257569707
URIAAL_R15330,4.363545172,4.656489436,4.685980511,4.363545172,5.258845731,5.257569707
URIAAL_R15328,5.403613926,5.130859041,4.363545172,4.363545172,4.363545172,5.63808552
URIAAL_R07678,6.530406858,7.407968595,7.267377537,7.884181311,7.776875824,8.017226735
URIAAL_R07677,7.256386689,6.8004354,7.82798139,7.620059628,7.782898911,7.723628124
URIAAL_R07692,6.817794699,6.291774289,7.28692896,6.348449597,6.744836746,6.758357974
URIAAL_R06223,5.573906482,4.946467387,4.363545172,4.824231677,5.209098481,5.299767048
URIAAL_R06271,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172,4.363545172
URIAAL_R06252,5.886016973,4.656489436,6.11087821,5.424478923,5.349969239,5.84459454
URIAAL_R06244,4.363545172,4.777125374,4.363545172,4.824231677,4.363545172,4.363545172
URIAAL_R07635,6.384976422,5.276213501,5.721272924,6.130329575,5.50778211,6.058341005
URIAAL_R06243,4.891955851,4.363545172,5.078689628,5.833548159,4.965656574,5.890647783
URIAAL_R06253,10.55610784,10.41039355,10.50211283,11.60002254,11.23112898,10.57809543
URIAAL_R07658,12.09648729,11.43021363,11.58860145,11.68410594,11.43065575,11.56574315
URIAAL_R06254,9.600773724,9.673347413,9.355079765,9.492088856,10.10254035,9.751058528
URIAAL_R07689,4.363545172,5.230772573,5.411947784,6.307767268,5.944230311,6.222458199
URIAAL_R14746,8.084230804,9.230892995,8.82415147,7.754703711,10.07724855,7.877998928
URIAAL_R07636,5.403613926,5.920700049,7.089034351,7.761821177,7.603735633,7.424023696
URIAAL_R06213,13.62854608,12.16128032,13.31337994,12.54341134,12.61722066,12.6745309
URIAAL_R06246,5.99675992,5.7203168,6.578813466,6.426108148,6.142456428,5.115040819
URIAAL_R06224,5.624597821,6.61727567,4.919731905,6.328271974,5.392096277,5.257569707
URIAAL_R06225,5.106768862,4.946467387,4.363545172,5.702868692,4.790835485,4.934336631
URIAAL_R07654,4.363545172,4.363545172,4.363545172,5.512464376,4.363545172,4.363545172
URIAAL_R06240,4.363545172,4.363545172,4.363545172,4.824231677,4.790835485,4.768462915
URIAAL_R06238,4.363545172,4.363545172,4.363545172,5.770179009,4.363545172,4.363545172
URIAAL_R07637,8.952746924,8.805166341,7.794540678,8.895936601,8.035516103,8.527180391
URIAAL_R15480,4.891955851,4.363545172,4.818598514,4.824231677,4.965656574,5.060393588
URIAAL_R06274,5.192272678,4.363545172,4.363545172,4.363545172,4.363545172,4.768462915
URIAAL_R07638,4.363545172,4.363545172,4.363545172,5.469511828,5.209098481,4.768462915
URIAAL_R06226,12.1621298,11.62524989,11.38197097,12.49529329,11.96318275,11.78178864
URIAAL_R06245,8.266222441,8.279086355,6.761681047,9.018980916,8.362384421,7.612523138
URIAAL_R07653,5.338961133,4.363545172,5.145389309,5.802321118,5.349969239,4.858662109
URIAAL_R06251,12.34709779,12.7052349,11.70517151,14.75467057,11.85540844,12.32511352
URIAAL_R07657,6.597449591,5.7203168,6.201986741,7.851236856,6.364795256,6.058341005
URIAAL_R06227,9.671691681,9.95055754,9.813399149,10.10785386,8.354356684,9.492698994
URIAAL_R14747,10.23017,8.926515627,8.735866105,9.588534089,7.870304822,8.986308285
URIAAL_R06228,11.67103535,10.87497672,11.64178367,12.23610171,11.46076264,11.13010685
URIAAL_R06229,7.786382595,8.529898692,8.267970394,9.051050543,8.76156103,8.407027871
URIAAL_R06230,6.332593726,5.897535232,6.037738739,7.435866541,6.058409786,6.152233343
URIAAL_R07639,5.719008711,4.946467387,5.315501485,5.326964755,4.965656574,5.257569707
URIAAL_R07659,9.388576215,8.754744456,8.6455296,9.030725501,9.085706364,8.849803772
URIAAL_R07640,7.535239292,7.194154361,7.49406515,8.269819595,7.119740224,6.866718637
URIAAL_R06237,4.363545172,4.777125374,4.363545172,4.363545172,4.965656574,4.363545172
URIAAL_R07660,8.317856678,7.400606643,7.111248731,7.817509852,5.991245835,8.749192457
URIAAL_R07661,9.418348748,14.84652822,9.315842511,12.64107385,11.47788577,9.121592804
URIAAL_R15329,7.115265045,12.04716864,6.789864406,9.566533694,8.321787727,7.261951033
URIAAL_R07662,8.149885743,12.75460934,7.551482178,10.50574399,9.156487859,7.395919218
URIAAL_R07641,5.99675992,8.771749179,5.959782316,6.48141871,5.733803569,5.548683995
URIAAL_R06231,4.363545172,5.472555868,4.919731905,5.154913227,4.965656574,4.363545172
URIAAL_R07663,6.889731742,8.201536183,6.385394979,8.692738332,7.317191013,6.256128527
URIAAL_R07642,6.575480211,7.637759469,8.103529256,7.831096974,7.973817651,6.747026306
URIAAL_R06255,7.334656645,7.407968595,7.674550516,6.568671742,7.65728287,6.835113826
URIAAL_R14622,5.624597821,8.988407347,4.919731905,6.551680922,10.80857762,5.84459454
URIAAL_R06256,10.53995931,10.44254173,10.45830607,10.32584522,11.54661032,10.09809212
URIAAL_R07652,4.363545172,5.075108153,4.363545172,5.01234472,4.363545172,4.363545172
URIAAL_R07650,4.363545172,4.363545172,4.363545172,5.469511828,4.790835485,4.768462915
URIAAL_R06248,6.220812071,4.946467387,4.818598514,6.426108148,4.965656574,5.000689288
URIAAL_R07664,7.991706502,7.114891515,6.688515694,7.620059628,6.719188476,6.877091831
URIAAL_R07665,4.363545172,4.363545172,4.363545172,5.087435481,5.209098481,4.858662109
URIAAL_R06257,8.956813574,8.348867768,8.619182067,9.073932833,8.346283668,8.598986692
URIAAL_R06250,9.880680117,8.840512056,8.533077351,9.30177856,7.941935914,8.877659964
URIAAL_R06272,7.599711051,7.363204702,6.476901221,7.984748858,6.923050262,7.69522593
URIAAL_R06273,6.384976422,5.84973321,5.616246526,6.153957941,5.817460607,6.058341005
URIAAL_R06232,10.55208763,10.00061152,9.690714813,11.03012741,10.0515051,9.95945445
URIAAL_R06233,8.752031103,9.224737982,8.667734472,9.135044682,8.982969277,8.882667222
URIAAL_R07643,10.18414834,10.77963179,10.20923338,10.34476179,10.6728819,10.13836058
URIAAL_R06258,8.479531636,8.660486369,8.292037292,8.612865314,8.440279339,8.193400471
URIAAL_R06259,4.891955851,5.692455051,6.56237004,5.66753605,5.098372679,5.977512812
URIAAL_R07627,5.268971085,4.656489436,5.262800844,6.426108148,4.885923333,5.890647783
URIAAL_R06234,6.160910052,7.244585027,5.65245373,7.960265573,5.50778211,6.058341005
URIAAL_R07666,7.892749494,6.941214878,7.63723158,8.078678755,7.274715108,7.78955552
URIAAL_R06260,5.886016973,5.663832205,6.157282142,7.390408728,5.967976044,6.469586992
URIAAL_R07644,8.232977856,7.451346283,6.037738739,7.181465151,6.381663852,6.537974328
URIAAL_R06235,10.38133311,9.885767077,10.15537452,11.80383711,10.60625315,10.50542206
URIAAL_R06242,9.623951679,9.329781643,9.540679697,9.342377118,8.451606625,9.027568462
URIAAL_R06236,5.886016973,5.230772573,6.44107503,6.757162493,6.079978634,5.771723865
URIAAL_R07690,11.72380494,11.55959857,11.42594942,11.61275672,11.63094854,11.48424247
URIAAL_R07645,6.553137326,5.943405066,6.062619219,6.004681015,6.162586981,6.469586992
URIAAL_R07646,11.75269744,12.12074656,11.86825712,10.9848774,11.5470489,11.84812501
URIAAL_R07649,9.808346748,9.281186294,9.24387905,10.16218965,9.385849532,9.359105459
URIAAL_R07647,7.372204821,7.599837859,7.257497896,8.967967857,7.526622435,7.717993105
URIAAL_R06261,9.943428984,7.77437338,8.366438481,8.722034057,7.497500022,8.986308285
URIAAL_R06241,7.840562047,6.522291578,6.673388818,7.916379229,6.330371712,7.230347279
URIAAL_R07648,10.59700671,10.63952163,10.08028247,10.88746564,11.16580394,10.87126288
URIAAL_R07667,7.918141617,8.074404152,7.606649734,9.042374957,8.132759026,8.342947742
URIAAL_R07668,12.60681754,10.68800162,11.64597334,11.16925449,11.28943545,12.31613656
URIAAL_R07669,9.164429811,8.360174187,8.188114958,10.8457514,8.382258989,8.81092625
URIAAL_R07670,5.106768862,4.363545172,4.363545172,4.363545172,4.363545172,5.339906261
URIAAL_R07671,4.363545172,4.946467387,4.818598514,5.833548159,4.965656574,6.304990716
URIAAL_R06262,6.799195996,6.920483895,7.296602734,6.842296563,7.009328125,7.85255322
URIAAL_R15331,8.842761992,8.371391999,7.886258336,8.486180715,7.824359085,8.197437075
URIAAL_R06215,8.456701173,9.24920167,8.42851109,8.50738598,9.462310614,9.142605486
URIAAL_R06270,8.747340565,9.086739726,8.103529256,8.318671967,7.994682203,8.193400471
URIAAL_R07672,7.201649308,7.194154361,7.306209841,6.948069594,7.358412033,6.957345464
URIAAL_R07628,8.253017233,9.480279593,9.054893254,9.496327179,9.078432849,9.247183758
URIAAL_R06214,10.39186891,11.39185953,11.3925379,10.62659546,11.44154788,11.05128595
